qname	qlen	qstart	qend	strand	tname	tlen	tstart	tend	nmatch	alen	mapq
scaffold_8	1419871	1291751	1291834	-	CP052040.1	5151772	61486	61569	58	83	0
scaffold_90	123581	100204	100900	-	CP052040.1	5151772	61498	62176	132	697	0
scaffold_12	1155968	736496	736980	+	CP052040.1	5151772	61498	62030	98	532	0
scaffold_220	33416	24539	24898	+	CP052040.1	5151772	61878	62238	71	360	0
scaffold_249	26889	3946	4114	+	CP052040.1	5151772	77898	78066	57	168	0
scaffold_112	88048	28790	31009	+	CP052040.1	5151772	181285	183520	385	2235	0
scaffold_296	20863	20252	20482	-	CP052040.1	5151772	310973	311200	113	230	0
scaffold_210	35262	10296	10455	-	CP052040.1	5151772	311028	311185	97	159	0
scaffold_110	91422	11817	11934	-	CP052040.1	5151772	311028	311146	98	118	0
scaffold_982	1040	31	190	-	CP052040.1	5151772	311028	311185	88	159	0
scaffold_133	76283	51060	51185	+	CP052040.1	5151772	311076	311200	104	125	0
scaffold_154	60446	36783	36841	-	CP052040.1	5151772	311076	311134	41	58	0
scaffold_877	1508	1061	1185	-	CP052040.1	5151772	311076	311200	92	124	0
scaffold_85	135051	111766	111836	-	CP052040.1	5151772	311076	311146	70	70	0
scaffold_33	455355	418910	419020	-	CP052040.1	5151772	311076	311185	69	110	0
scaffold_169	51120	23893	24018	-	CP052040.1	5151772	311076	311200	104	125	0
scaffold_283	22139	22063	22131	+	CP052040.1	5151772	311076	311144	68	68	0
scaffold_336	17138	8824	9239	-	CP052040.1	5151772	311076	311545	108	470	0
scaffold_175	46490	9618	9728	-	CP052040.1	5151772	311076	311185	89	110	0
scaffold_287	21903	21827	21895	+	CP052040.1	5151772	311076	311144	68	68	0
scaffold_1255	684	571	676	-	CP052040.1	5151772	311096	311200	84	105	0
scaffold_323	18080	18003	18064	-	CP052040.1	5151772	311125	311185	40	61	0
scaffold_181	44073	33267	33350	+	CP052040.1	5151772	377911	377995	53	84	0
scaffold_315	18631	6969	7195	+	CP052040.1	5151772	405970	406209	76	239	0
scaffold_1255	684	159	285	-	CP052040.1	5151772	407475	407601	76	126	0
scaffold_28	539988	186844	186919	-	CP052040.1	5151772	407491	407566	50	75	0
scaffold_2	2503568	2498481	2498537	-	CP052040.1	5151772	407535	407591	51	56	0
scaffold_682	3492	2753	3236	-	CP052040.1	5151772	414627	415110	57	483	0
scaffold_104	98169	58947	59881	+	CP052040.1	5151772	415351	416299	114	948	0
scaffold_4	1881388	534074	535116	+	CP052040.1	5151772	415351	416328	144	1042	0
scaffold_44	359581	209093	210194	-	CP052040.1	5151772	415351	416369	99	1101	0
scaffold_11	1212133	201913	202890	+	CP052040.1	5151772	415351	416382	124	1031	0
scaffold_44	359581	168211	169154	-	CP052040.1	5151772	415351	416306	119	963	0
scaffold_1255	684	159	309	+	CP052040.1	5151772	415351	415501	62	150	0
scaffold_66	184824	2611	3651	+	CP052040.1	5151772	415351	416382	114	1043	0
scaffold_1711	501	75	259	-	CP052040.1	5151772	415449	415617	70	184	0
scaffold_5	1863748	4303	5231	+	CP052040.1	5151772	415449	416360	147	933	0
scaffold_1617	522	100	179	+	CP052040.1	5151772	415472	415555	63	83	0
scaffold_220	33416	30134	30435	+	CP052040.1	5151772	415482	415773	72	301	0
scaffold_116	84153	2832	3250	-	CP052040.1	5151772	415842	416382	119	552	0
scaffold_1279	668	278	465	-	CP052040.1	5151772	416207	416382	66	187	0
scaffold_90	123581	107530	107590	+	CP052040.1	5151772	416309	416369	52	60	0
scaffold_45	358384	303428	312795	+	CP052040.1	5151772	416399	425702	162	9367	0
scaffold_122	81337	27268	27526	+	CP052040.1	5151772	416821	417081	76	260	0
scaffold_10	1239786	174916	175241	-	CP052040.1	5151772	417062	417387	93	325	0
scaffold_315	18631	6633	6996	+	CP052040.1	5151772	417114	417486	67	373	0
scaffold_66	184824	2634	2789	+	CP052040.1	5151772	417436	417591	107	155	0
scaffold_1262	679	429	546	-	CP052040.1	5151772	417436	417553	52	117	0
scaffold_8	1419871	1291717	1291822	-	CP052040.1	5151772	417459	417563	65	105	0
scaffold_145	69505	66693	66986	+	CP052040.1	5151772	417459	417761	84	302	0
scaffold_44	359581	209849	210140	-	CP052040.1	5151772	417467	417707	102	291	0
scaffold_8	1419871	1291638	1291679	+	CP052040.1	5151772	417467	417508	41	41	0
scaffold_1617	522	100	201	+	CP052040.1	5151772	417534	417639	63	105	0
scaffold_1206	720	75	627	+	CP052040.1	5151772	421748	422300	158	552	0
scaffold_1626	520	418	511	-	CP052040.1	5151772	422732	422825	60	93	0
scaffold_26	567511	566489	567146	-	CP052040.1	5151772	423768	424425	85	657	0
scaffold_67	184376	62150	63178	-	CP052040.1	5151772	426790	427819	123	1029	0
scaffold_11	1212133	199291	200340	-	CP052040.1	5151772	426793	427840	154	1050	0
scaffold_137	72425	506	1474	-	CP052040.1	5151772	426849	427819	71	970	0
scaffold_67	184376	77714	78733	+	CP052040.1	5151772	427849	428839	126	1023	0
scaffold_44	359581	209991	210194	-	CP052040.1	5151772	427849	428052	94	203	0
scaffold_131	76605	7852	8670	+	CP052040.1	5151772	427849	428726	95	877	0
scaffold_66	184824	2611	3662	+	CP052040.1	5151772	427849	428868	148	1051	0
scaffold_39	398046	144328	145278	-	CP052040.1	5151772	427849	428764	113	950	0
scaffold_1255	684	159	299	+	CP052040.1	5151772	427849	427989	75	140	0
scaffold_14	908909	132094	132247	-	CP052040.1	5151772	427895	428052	57	157	0
scaffold_145	69505	66693	67423	+	CP052040.1	5151772	427895	428612	102	730	0
scaffold_315	18631	5624	7963	+	CP052040.1	5151772	428033	430192	122	2351	0
scaffold_66	184824	2657	3662	+	CP052040.1	5151772	429255	430203	114	1005	0
scaffold_104	98169	8817	9144	-	CP052040.1	5151772	429263	429571	90	327	0
scaffold_12	1155968	719459	720451	+	CP052040.1	5151772	429263	430203	203	992	0
scaffold_44	359581	209093	210140	-	CP052040.1	5151772	429263	430179	101	1047	0
scaffold_5	1863748	4303	5264	+	CP052040.1	5151772	429307	430203	117	973	0
scaffold_220	33416	30134	30470	+	CP052040.1	5151772	429340	429651	76	336	0
scaffold_131	76605	32957	33089	-	CP052040.1	5151772	430055	430201	47	146	0
scaffold_283	22139	2397	2638	-	CP052040.1	5151772	431250	431492	60	242	0
scaffold_67	184376	60058	62231	+	CP052040.1	5151772	431601	433749	161	2176	0
scaffold_2	2503568	2501641	2501801	-	CP052040.1	5151772	433786	433944	50	160	0
scaffold_427	11379	4419	4485	-	CP052040.1	5151772	434243	434309	46	66	0
scaffold_33	455355	419769	419835	+	CP052040.1	5151772	434243	434309	66	66	0
scaffold_312	19256	13310	13353	-	CP052040.1	5151772	434266	434309	43	43	0
scaffold_131	76605	33429	34459	-	CP052040.1	5151772	435762	436794	111	1032	0
scaffold_32	471417	37877	38839	+	CP052040.1	5151772	435762	436763	127	1001	0
scaffold_315	18631	12306	13232	+	CP052040.1	5151772	435777	436740	155	975	0
scaffold_1	2692756	288056	289121	-	CP052040.1	5151772	435777	436794	152	1065	0
scaffold_145	69505	66678	67635	-	CP052040.1	5151772	435794	436763	70	969	0
scaffold_104	98169	44534	45459	+	CP052040.1	5151772	435831	436816	98	985	0
scaffold_39	398046	118635	119601	-	CP052040.1	5151772	435831	436799	93	968	0
scaffold_12	1155968	711442	712344	+	CP052040.1	5151772	435845	436740	97	902	0
scaffold_4	1881388	518491	519476	-	CP052040.1	5151772	435860	436799	173	1001	0
scaffold_315	18631	6918	7839	-	CP052040.1	5151772	435860	436799	96	939	0
scaffold_44	359581	209220	210199	+	CP052040.1	5151772	435876	436799	131	979	0
scaffold_1711	501	192	326	+	CP052040.1	5151772	436629	436763	111	134	0
scaffold_8	1419871	1291584	1291657	-	CP052040.1	5151772	436721	436794	42	73	0
scaffold_59	256653	74326	74670	-	CP052040.1	5151772	436882	437227	100	345	0
scaffold_32	471417	279329	279673	+	CP052040.1	5151772	436882	437227	115	345	0
scaffold_111	88385	68493	68771	+	CP052040.1	5151772	436940	437217	117	278	0
scaffold_26	567511	550640	550863	+	CP052040.1	5151772	436996	437219	78	223	0
scaffold_30	507731	451862	451941	+	CP052040.1	5151772	437140	437219	43	79	0
scaffold_122	81337	49744	49996	-	CP052040.1	5151772	437352	437601	81	252	0
scaffold_9	1406917	460161	460273	+	CP052040.1	5151772	437506	437618	91	112	0
scaffold_1	2692756	203581	203750	+	CP052040.1	5151772	437518	437689	57	171	0
scaffold_22	716055	24903	25021	-	CP052040.1	5151772	437558	437676	65	118	0
scaffold_427	11379	3299	3393	-	CP052040.1	5151772	438125	438219	52	94	0
scaffold_287	21903	4069	4163	-	CP052040.1	5151772	438125	438219	52	94	0
scaffold_347	15918	9977	10064	-	CP052040.1	5151772	438132	438219	45	87	0
scaffold_233	30380	30219	30274	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24891	24946	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24855	24910	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24879	24934	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_331	17590	3384	3439	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24849	24904	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30291	30346	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24927	24982	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24915	24970	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24897	24952	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24843	24898	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24861	24916	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_331	17590	3396	3451	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24885	24940	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_331	17590	3408	3451	+	CP052040.1	5151772	2022870	2022913	43	43	0
scaffold_262	24986	24903	24958	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24909	24964	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24867	24922	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24873	24928	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24837	24892	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30327	30376	+	CP052040.1	5151772	2022870	2022919	49	49	0
scaffold_233	30380	30279	30334	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_331	17590	3390	3445	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_331	17590	3378	3433	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_331	17590	3366	3421	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_331	17590	3402	3451	+	CP052040.1	5151772	2022870	2022919	49	49	0
scaffold_233	30380	30225	30280	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30231	30286	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30321	30376	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30267	30322	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30243	30298	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30249	30304	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24831	24874	-	CP052040.1	5151772	2022870	2022913	43	43	0
scaffold_233	30380	30237	30292	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30303	30358	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24831	24880	-	CP052040.1	5151772	2022870	2022919	49	49	0
scaffold_233	30380	30255	30310	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30273	30328	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30297	30352	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30333	30376	+	CP052040.1	5151772	2022870	2022913	43	43	0
scaffold_331	17590	3372	3427	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_262	24986	24921	24976	-	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30309	30364	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30261	30316	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30315	30370	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30285	30340	+	CP052040.1	5151772	2022870	2022925	55	55	0
scaffold_233	30380	30219	30268	+	CP052040.1	5151772	2022876	2022925	49	49	0
scaffold_262	24986	24933	24982	-	CP052040.1	5151772	2022876	2022925	49	49	0
scaffold_331	17590	3366	3415	+	CP052040.1	5151772	2022876	2022925	49	49	0
scaffold_262	24986	24939	24982	-	CP052040.1	5151772	2022882	2022925	43	43	0
scaffold_331	17590	3366	3409	+	CP052040.1	5151772	2022882	2022925	43	43	0
scaffold_233	30380	30219	30262	+	CP052040.1	5151772	2022882	2022925	43	43	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270149	3270189	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270152	3270192	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270155	3270195	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270158	3270198	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270161	3270201	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270164	3270204	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270167	3270207	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270170	3270210	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270173	3270213	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270176	3270216	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270179	3270219	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270182	3270222	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270185	3270225	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270188	3270228	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270191	3270231	40	40	0
scaffold_126	79365	72970	73010	-	CP052040.1	5151772	3270194	3270234	40	40	0
scaffold_1547	538	237	321	+	CP052040.1	5151772	3725489	3725573	56	84	0
scaffold_50	298037	140469	144514	-	CP052040.1	5151772	4023198	4027246	312	4049	0
scaffold_97	105629	93441	101103	+	CP052040.1	5151772	4023242	4031094	581	7859	0
scaffold_129	76929	59446	66983	+	CP052040.1	5151772	4023288	4030964	708	7680	0
scaffold_1	2692756	258709	266267	-	CP052040.1	5151772	4023288	4030964	531	7702	0
scaffold_6	1692318	1548487	1549029	+	CP052040.1	5151772	4023288	4023858	115	571	0
scaffold_61	235649	88055	95543	+	CP052040.1	5151772	4023288	4031094	521	7811	0
scaffold_67	184376	60058	64218	-	CP052040.1	5151772	4023310	4027421	139	4161	0
scaffold_4	1881388	507321	509268	-	CP052040.1	5151772	4023310	4025293	118	1984	0
scaffold_4	1881388	1685327	1692876	+	CP052040.1	5151772	4023347	4031024	532	7681	0
scaffold_26	567511	565613	566891	+	CP052040.1	5151772	4023552	4024866	69	1314	0
scaffold_26	567511	554979	561874	-	CP052040.1	5151772	4023552	4030572	596	7022	0
scaffold_51	297976	111548	118657	+	CP052040.1	5151772	4023569	4030920	680	7353	0
scaffold_10	1239786	1232355	1237999	+	CP052040.1	5151772	4025271	4031103	306	5832	0
scaffold_4	1881388	1876191	1881211	-	CP052040.1	5151772	4025790	4030964	412	5175	0
scaffold_145	69505	68799	69330	+	CP052040.1	5151772	4026888	4027420	78	532	0
scaffold_62	231438	215986	219333	-	CP052040.1	5151772	4027279	4031024	261	3751	0
scaffold_59	256653	78132	79818	+	CP052040.1	5151772	4029260	4030964	119	1704	0
scaffold_71	175185	148249	148386	-	CP052040.1	5151772	4029816	4029953	61	137	0
scaffold_111	88385	68550	69351	-	CP052040.1	5151772	4030324	4031124	95	801	0
scaffold_33	455355	421393	421659	-	CP052040.1	5151772	4030858	4031124	57	266	0
scaffold_26	567511	550640	550863	-	CP052040.1	5151772	4030901	4031124	76	223	0
scaffold_35	440808	274219	274917	-	CP052040.1	5151772	4032296	4032928	128	699	0
scaffold_336	17138	3881	4508	-	CP052040.1	5151772	4032597	4033264	122	667	0
scaffold_104	98169	58983	59520	-	CP052040.1	5151772	4034007	4034551	88	548	0
scaffold_1617	522	45	244	-	CP052040.1	5151772	4034326	4034521	76	199	0
scaffold_145	69505	51894	52220	+	CP052040.1	5151772	4035500	4035879	76	379	0
scaffold_25	600164	598861	599033	-	CP052040.1	5151772	4035708	4035879	57	172	0
scaffold_111	88385	8800	9458	+	CP052040.1	5151772	4035719	4036477	98	759	0
scaffold_137	72425	216	1274	-	CP052040.1	5151772	4041127	4042187	76	1061	0
scaffold_44	359581	209192	210194	+	CP052040.1	5151772	4042899	4043918	104	1023	0
scaffold_8	1419871	1291584	1291639	-	CP052040.1	5151772	4043863	4043918	45	55	0
scaffold_25	600164	598861	598978	+	CP052040.1	5151772	4045631	4045748	62	117	0
scaffold_20	777291	795	5952	-	CP052040.1	5151772	4045864	4051135	107	5272	0
scaffold_20	777291	19418	21568	-	CP052040.1	5151772	4048928	4051135	122	2207	0
scaffold_336	17138	3889	4466	+	CP052040.1	5151772	4049492	4050090	94	599	0
scaffold_62	231438	229299	229700	-	CP052040.1	5151772	4050733	4051135	95	402	0
scaffold_1052	884	779	872	+	CP052040.1	5151772	4051160	4051253	49	93	0
scaffold_9	1406917	461288	461497	+	CP052040.1	5151772	4051593	4051802	76	210	0
scaffold_122	81337	28976	29152	+	CP052040.1	5151772	4051626	4051802	70	176	0
scaffold_1402	605	73	126	+	CP052040.1	5151772	4053215	4053268	53	53	0
scaffold_67	184376	37430	38276	-	CP052040.1	5151772	4055275	4056115	140	846	0
scaffold_91	120630	113441	114218	+	CP052040.1	5151772	4055324	4056095	119	777	0
scaffold_82	143064	69498	70323	-	CP052040.1	5151772	4055439	4056258	95	825	0
scaffold_82	143064	115294	116109	+	CP052040.1	5151772	4057618	4058433	123	815	0
scaffold_1	2692756	82614	84570	-	CP052040.1	5151772	4057618	4059576	133	1958	0
scaffold_1628	520	152	459	-	CP052040.1	5151772	4059585	4059892	138	307	0
scaffold_1547	538	224	309	+	CP052040.1	5151772	4122937	4123022	85	85	0
scaffold_1588	528	3	94	+	CP052040.1	5151772	4348870	4348960	48	91	0
scaffold_104	98169	57099	57396	-	CP052040.1	5151772	4909826	4910125	96	299	0
scaffold_5	1863748	317734	318854	-	CP052040.1	5151772	4909951	4911085	187	1134	0
scaffold_371	14652	14218	14262	+	CP052040.1	5151772	4909976	4910020	44	44	0
scaffold_16	897138	672	886	+	CP052040.1	5151772	4909976	4910192	96	216	0
scaffold_35	440808	257320	258411	-	CP052040.1	5151772	4909976	4911070	126	1094	0
scaffold_44	359581	181450	182525	+	CP052040.1	5151772	4910173	4911246	98	1075	0
scaffold_1	2692756	283132	284297	-	CP052040.1	5151772	4910173	4911338	152	1165	0
scaffold_220	33416	27989	28931	-	CP052040.1	5151772	4910226	4911191	76	965	0
scaffold_51	297976	109824	110749	-	CP052040.1	5151772	4910321	4911246	137	925	0
scaffold_131	76605	58451	59165	-	CP052040.1	5151772	4910531	4911246	91	715	0
scaffold_10	1239786	158326	158940	+	CP052040.1	5151772	4910577	4911191	40	614	0
scaffold_90	123581	50367	50979	+	CP052040.1	5151772	4910577	4911191	69	614	0
scaffold_32	471417	143987	144107	-	CP052040.1	5151772	4939684	4939804	86	120	0
scaffold_243	28230	26122	26238	+	CP052040.1	5151772	4939688	4939804	61	116	0
scaffold_61	235649	105784	105905	+	CP052040.1	5151772	4939688	4939809	66	121	0
scaffold_154	60446	37671	37780	+	CP052040.1	5151772	4939688	4939797	54	109	0
scaffold_243	28230	22456	22565	-	CP052040.1	5151772	4939688	4939797	54	109	0
scaffold_175	46490	30481	30539	-	CP052040.1	5151772	4939723	4939781	58	58	0
scaffold_427	11379	3351	3398	+	CP052040.1	5151772	4939762	4939809	47	47	0
scaffold_10	1239786	1185064	1186772	-	CP052040.1	5151772	4959720	4961427	323	1708	0
scaffold_12	1155968	716199	716930	-	CP052040.1	5151772	4959994	4960967	168	973	0
scaffold_194	39750	32705	33556	-	CP052040.1	5151772	4960067	4960919	122	852	0
scaffold_77	149510	98375	99748	+	CP052040.1	5151772	4960067	4961438	114	1373	0
scaffold_175	46490	10225	11319	+	CP052040.1	5151772	4960067	4961161	144	1094	0
scaffold_1537	542	7	56	-	CP052040.1	5151772	4961557	4961605	44	49	0
scaffold_287	21903	230	316	+	CP052040.1	5151772	4961557	4961643	44	86	0
scaffold_172	48882	3059	3276	-	CP052040.1	5151772	4962777	4962995	57	218	0
scaffold_371	14652	14020	14262	+	CP052040.1	5151772	4965248	4965490	60	242	0
scaffold_40	392173	62658	63036	-	CP052040.1	5151772	4965389	4965767	95	378	0
scaffold_1	2692756	284059	284297	-	CP052040.1	5151772	4965641	4965879	151	238	0
scaffold_11	1212133	110043	111077	-	CP052040.1	5151772	4965953	4966986	191	1034	0
scaffold_90	123581	49949	50062	-	CP052040.1	5151772	4965986	4966099	82	113	0
scaffold_4	1881388	506731	509320	-	CP052040.1	5151772	4965986	4968725	156	2749	0
scaffold_122	81337	27268	27526	+	CP052040.1	5151772	4966016	4966316	83	300	0
scaffold_26	567511	566505	567122	+	CP052040.1	5151772	4967332	4967948	72	617	0
scaffold_145	69505	50782	50945	+	CP052040.1	5151772	4969340	4969503	63	163	0
